Item ID,Item Type,Home Location,Current Location,Name,Categories,Min Frequency,Replacement Cost
11,Hand Wood Splitter,Portobello,Portobello,Roughneck Manual Wood Splitter,"Garden, General DIY",,
12,Engraver,Portobello,Portobello,Dremel Multi Tool,"Bike, Carpentry and Woodworking, General DIY, Plumbing, Miscellaneous, Automotive, Electrical and Soldering, Metalworking",,30
13,Cordless Drills,Portobello,Portobello,Makita cordless drill driver,General DIY,,
2,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
3,Hoes,Leith,Leith,Garden hoe,Garden,,5
4,Sharp Bristle Brushes,Leith,Leith,Wire brush,General DIY,,
5,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
7,Routers,Leith,Leith,Router Bit Set,General DIY,,
9,Scrapers,Portobello,Portobello,Paint scraper 60mm,Painting and Decorating,,
ETL0000,Tools,Leith,Leith,OTHER NON-REGISTERED ITEMS,General DIY,,
ETL0001,Shovels & Digging,Portobello,Leith,Garden Spade,"Garden, General DIY, Miscellaneous",,4
ETL0002,Shovels & Digging,Leith,Leith,Garden Spade,General DIY,,
ETL0003,Shovels & Digging,Leith,Leith,Garden Spade,General DIY,,
ETL0004,Shovels & Digging,Leith,Leith,Garden Spade,General DIY,,
ETL0006,Spade Shovel,Leith,Leith,Garden Spade,"Garden, General DIY, Miscellaneous",,5
ETL0007,Digging Fork,Portobello,Portobello,Garden Fork,"Garden, Miscellaneous",,5
ETL0009,Digging Fork,Leith,Leith,Garden Fork,"Garden, Miscellaneous",,5
ETL0010,Lawn Care (other),Leith,Leith,Lawn aerator,"Garden, Miscellaneous",,5
ETL0011,Lawn Care (other),Leith,Leith,Lawn aerator,"Garden, Miscellaneous",,5
ETL0012,Pickaxes,Leith,Leith,Heavy pickaxe,"Garden, General DIY, Miscellaneous",,6
ETL0013,Pickaxes,Portobello,Portobello,Heavy pickaxe,"Garden, General DIY, Miscellaneous",,6
ETL0014,Grass Shear,Leith,Leith,Long handled shears,"Garden, Miscellaneous",,6
ETL0015,Lawn Care (other),Leith,Leith,Edging shears,"Garden, Miscellaneous",,5
ETL0016,Metal Garden Rake,Leith,Leith,Garden rake,"Garden, Miscellaneous",,8
ETL0017,Metal Garden Rake,Leith,Leith,Garden rake,"Garden, Miscellaneous",,8
ETL0018,Hoes,Leith,Leith,Garden hoe,Garden,,5
ETL0019,Hoes,Leith,Leith,Garden hoe,Garden,,5
ETL0020,Grass Shear,Leith,Leith,Garden shears,Garden,,10
ETL0021,Grass Shear,Leith,Leith,Garden shears,Garden,,10
ETL0022,Grass Shear,Leith,Leith,Garden shears,Garden,,10
ETL0023,Jig Saws,Leith,Portobello,Multi tool,"Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",,57
ETL0024,Jig Saws,Leith,Leith,Performance Variable Speed Jigsaw,Carpentry and Woodworking,,30
ETL0025,Corded & Plug-in,Leith,Leith,Parkside Electric Brad Nailer,"Carpentry and Woodworking, General DIY",,40
ETL0026,Angle Grinders,Portobello,Portobello,Green Parkside Angle Grinder,"General DIY, Metalworking, Miscellaneous, ...",,54
ETL0027,Random Orbit Sander,Leith,Leith,Draper Random Orbit Sander,"Carpentry and Woodworking, General DIY, Painting and Decorating",,40
ETL0028,Biscuit Joiners,Leith,Leith,GMC Biscuit Joiner,Carpentry and Woodworking,,40
ETL0029,Power Planer,Leith,Leith,Axminster Electric Hand Planer,"Carpentry and Woodworking, General DIY",,45
ETL0030,Routers,Leith,Leith,Bosch Electic Router,Carpentry and Woodworking,,80
ETL0032,Welders,Leith,Leith,Einhell Electric Welding Transformer kit,"Electrical and Soldering, Metalworking",,100
ETL0034,Power Planer,Leith,Leith,Powercraft Electric Plane,Carpentry and Woodworking,,45
ETL0036,Miter Saws,Leith,Leith,Pro Saw CLM 190LSMS Slide Compound Mitre Saw,Carpentry and Woodworking,,80
ETL0037,Jig Saws,Portobello,Portobello,Jig saw,"Carpentry and Woodworking, General DIY, ...",,35
ETL0038,Heat Gun,Leith,Leith,Heat gun,"General DIY, Painting and Decorating",,45
ETL0040,Power Drills,Portobello,Leith,Electric hammer drill,"Carpentry and Woodworking, General DIY",,40
ETL0041,Cordless Drills,Leith,Leith,Cordless drill,"Carpentry and Woodworking, General DIY",,25
ETL0043,"Bits, Drivers and Accessories",Leith,Leith,75 Piece Drill Bit set,"Carpentry and Woodworking, General DIY, Metalworking",,36
ETL0044,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0045,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0046,Wood Chisel,Portobello,Portobello,Wood chisel,Carpentry and Woodworking,,2
ETL0047,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0048,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0049,Wood Chisel,Leith,Leith,Wood chisel 12mm blade,Carpentry and Woodworking,,2
ETL0050,Wood Chisel,Portobello,Portobello,Wood chisel,Carpentry and Woodworking,,2
ETL0051,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0052,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0053,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0054,Wood Chisel,Portobello,Portobello,Wood chisel,Carpentry and Woodworking,,2
ETL0055,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0057,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0058,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0060,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0061,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0062,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0063,Wood Chisel,Leith,Leith,Wood chisel,Carpentry and Woodworking,,2
ETL0065,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
ETL0066,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
ETL0068,Claw Hammers,Leith,Leith,tack hammer,"Carpentry and Woodworking, General DIY",,5
ETL0069,Claw Hammers,Leith,Leith,tack hammer,"Carpentry and Woodworking, General DIY",,5
ETL0070,Plastic Tip Hammers,Leith,Leith,Plastic Tip Hammer,"Carpentry and Woodworking, Electrical and Soldering, General DIY",,5
ETL0072,Lawn Mower,Leith,Leith,Petrol Lawn Mower,Garden,,150
ETL0073,Tenon Saws,Leith,Leith,Tenon saw,Carpentry and Woodworking,,2
ETL0074,Tenon Saws,Leith,Leith,Tenon saw,Carpentry and Woodworking,,2
ETL0076,Tenon Saws,Leith,Leith,Tenon saw,Carpentry and Woodworking,,2
ETL0077,Tenon Saws,Portobello,Portobello,Tenon saw,Carpentry and Woodworking,,2
ETL0078,Tenon Saws,Leith,Leith,Tenon saw,Carpentry and Woodworking,,2
ETL0079,Planes,Leith,Leith,Two handed plane,Carpentry and Woodworking,,5
ETL0080,Planes,Leith,Leith,Two handed plane,Carpentry and Woodworking,,5
ETL0081,Planes,Leith,Leith,Two handed plane,Carpentry and Woodworking,,5
ETL0082,Planes,Leith,Leith,Hand plane,Carpentry and Woodworking,,5
ETL0083,Hack saw,Leith,Leith,Hack saw,"Automotive, Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Plumbing",,7
ETL0084,Squares,Leith,Leith,Tri square,"Carpentry and Woodworking, Miscellaneous",,5
ETL0085,Drywall Saws,Leith,Leith,Drywall/hacksaw,"Carpentry and Woodworking, Painting and Decorating",,5
ETL0088,Saws,Leith,Portobello,Hand saw,"Carpentry and Woodworking, General DIY",,
ETL0089,Back Saw,Leith,Leith,Panel saw,"Carpentry and Woodworking, General DIY",,5
ETL0090,Back Saw,Leith,Leith,Panel saw,"Carpentry and Woodworking, General DIY",,5
ETL0091,Back Saw,Portobello,Portobello,Panel saw,"Carpentry and Woodworking, General DIY",,5
ETL0092,Crosscut Saw,Leith,Leith,Hand Saw,"Carpentry and Woodworking, General DIY",,
ETL0093,Needle Nose Pliers,Leith,Leith,Needle nosed pliers,"Automotive, Electrical and Soldering, General DIY, Metalworking, Plumbing",,5
ETL0094,Needle Nose Pliers,Leith,Leith,Needle nosed pliers,"Automotive, Electrical and Soldering, General DIY, Metalworking, Plumbing",,5
ETL0095,Lineman Plier,Leith,Leith,Pliers,"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking, Plumbing",,4
ETL0096,Lineman Plier,Leith,Leith,Pliers,"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking, Plumbing",,4
ETL0097,Wire Cutters,Leith,Leith,Wire stripper,"Automotive, Electrical and Soldering, General DIY",,5
ETL0098,Wire Cutters,Leith,Leith,Sheet metal cutter (hand),"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking",,6
ETL0099,Wire Cutters,Leith,Leith,Sheet metal cutter (hand),"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking",,6
ETL0100,Wire Cutters,Leith,Leith,Sheet metal cutter (hand),"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking",,6
ETL0101,Wire Cutters,Leith,Leith,Wire stripper/cutter,"Automotive, Electrical and Soldering, Metalworking, Miscellaneous",,2
ETL0102,Brick Trowel,Leith,Leith,Cement trowel,"Garden, General DIY, Painting and Decorating",,5
ETL0104,Brick Trowel,Leith,Leith,Cement trowel,"Garden, General DIY, Painting and Decorating",,5
ETL0105,Notched Trowel,Leith,Leith,Tiling trowel,Painting and Decorating,,
ETL0106,Drywall Saws,Leith,Leith,Drywall/hacksaw,"General DIY, Metalworking",,4
ETL0107,Pipe Wrenches,Leith,Leith,Pipe wrench,"Automotive, General DIY, Metalworking, Plumbing",,8
ETL0108,Pry Bar,Leith,Leith,Pry bar,"General DIY, Miscellaneous",,5
ETL0109,Pry Bar,Leith,Leith,Pry bar,"General DIY, Miscellaneous",,5
ETL0110,Files,Leith,Leith,Rounded File,"Carpentry and Woodworking, General DIY, Metalworking",,4
ETL0111,Files,Leith,Leith,Wood file,"Carpentry and Woodworking, General DIY",,4
ETL0112,Drill Press (hand),Leith,Leith,Drill stand,"Carpentry and Woodworking, General DIY, Metalworking",,15
ETL0113,Squares,Leith,Leith,Tri square,"Carpentry and Woodworking, General DIY",,5
ETL0114,Open End Wrench,Leith,Leith,Spanner set,"Automotive, Bike",,20
ETL0115,Open End Wrench,Leith,Leith,Spanner set,"Automotive, Bike",,20
ETL0116,Hammers & Mallets,Leith,Leith,Wooden mallet,"Carpentry and Woodworking, General DIY",,5
ETL0117,Levels,Leith,Leith,1m Spirit Level,"Carpentry and Woodworking, General DIY, Painting and Decorating",,10
ETL0118,Misc,Leith,Leith,Fetching ETL branded hard hat,"Garden, General DIY, Miscellaneous, Painting and Decorating",,5
ETL0119,Wood Chisel,Leith,Leith,Wood chisel set,Carpentry and Woodworking,,20
ETL0120,Ball Peen Hammers,Leith,Leith,Ball peen hammer,General DIY,,4
ETL0121,Claw Hammers,Leith,Leith,Club hammer,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous",,5
ETL0122,Claw Hammers,Leith,Leith,Club Hammer,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous",,5
ETL0124,Pickaxes,Leith,Leith,Chipping hammer / Rock pick,"Garden, General DIY, Miscellaneous",,6
ETL0125,Tape Measures,Portobello,Portobello,Tape measure,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",,2
ETL0126,Tape Measures,Leith,Leith,Tape measure,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",,2
ETL0127,Brick Trowel,Leith,Leith,Cement trowel,"Garden, General DIY, Painting and Decorating",,5
ETL0128,Planes,Leith,Leith,Hand plane,Carpentry and Woodworking,,5
ETL0129,Squares,Leith,Leith,Large Tri square,"Carpentry and Woodworking, Miscellaneous",,5
ETL0130,Wire Cutters,Leith,Leith,Sheet metal cutter (hand),"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking",,6
ETL0131,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0132,Bow Saws,Leith,Leith,Bush saw,Garden,,8
ETL0133,Tap and Die,Leith,Leith,"Tap and die set (1/4"" 5/16"" 3/8"")",Carpentry and Woodworking,,10
ETL0134,Hand Sickle,Leith,Leith,Hand sickle,Garden,,5
ETL01340,Pruning Saw,Leith,Portobello,Folding pruning saw,"Garden, General DIY",,26.49
ETL0136,Socket Sets,Portobello,Portobello,Socket set,"Automotive, Bike",,20
ETL0137,Testers (hand held),Leith,Leith,Stud finder,"Carpentry and Woodworking, General DIY, Painting and Decorating, Plumbing",,20
ETL0138,Staple Gun,Leith,Leith,Staple gun,"Carpentry and Woodworking, General DIY, Painting and Decorating",,12
ETL0139,Rivet Tools,Leith,Leith,Hand riveter,"Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Painting and Decorating",,10
ETL0140,Marking,Leith,Leith,Marking guage,Carpentry and Woodworking,,10
ETL0141,Chalklines,Leith,Leith,Chalk line marker,"Garden, General DIY, Miscellaneous",,10
ETL0142,Hand Tile Cutter,Leith,Leith,Tile cutter,"General DIY, Painting and Decorating",,10
ETL0144,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
ETL0145,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
ETL0146,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
ETL0147,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
ETL0148,Electric Hedge Trimmer,Leith,Leith,Worx Corded Hedge Trimmer,Garden,,30
ETL0149,Wire Cutters,Leith,Leith,Bolt Cutter,"Garden, General DIY, Metalworking",,10
ETL0150,Power Drill 3/8in,Leith,Leith,Corded drill,"Carpentry and Woodworking, General DIY, Miscellaneous",,45
ETL0151,Hammer Drills,Portobello,Portobello,Hammer Drill (corded),General DIY,,
ETL0152,Hammer Drills,Leith,Leith,Corded Power Drill,"Carpentry and Woodworking, Garden, Miscellaneous",,25
ETL0154,Routers,Leith,Leith,Router accessories,Carpentry and Woodworking,,50
ETL0155,Angle Grinders,Leith,Leith,Dewalt Angle Grinder,"General DIY, Miscellaneous, Metalworking",,54
ETL0156,Miscellaneous Furniture,Leith,Leith,Portable Work bench,"Carpentry and Woodworking, General DIY, Miscellaneous",,110
ETL0158,Punch,Leith,Leith,Leather punch,Miscellaneous,,10
ETL0159,Grass Shear,Leith,Leith,Garden shears,Garden,,10
ETL0160,Back Saw,Leith,Leith,Panel saw,"Carpentry and Woodworking, General DIY",,5
ETL0161,Crowbar,Leith,Leith,Crowbar,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous",,5
ETL0162,Crosscut Saw,Leith,Leith,,General DIY,,45
ETL0163,Spade Shovel,Leith,Leith,Garden Spade,"Garden, General DIY, Miscellaneous",,5
ETL0164,Hand Axe,Leith,Leith,Two handed axe,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous",,10
ETL0165,Drywall Saws,Leith,Leith,Drywall/hacksaw,"Carpentry and Woodworking, General DIY, Painting and Decorating",,5
ETL0166,Grass Shear,Leith,Leith,Garden shears,Garden,,10
ETL0167,Cordless Drills,Leith,Leith,Cordless drill,"Carpentry and Woodworking, General DIY",,25
ETL0168,Cordless Drills,Leith,Leith,Cordless drill,"Carpentry and Woodworking, General DIY",,25
ETL0169,Wood Chisel,Leith,Leith,Wood chisel,"Carpentry and Woodworking, Garden, Painting and Decorating",,5
ETL0170,Hoes,Leith,Leith,Garden hoe,Garden,,5
ETL0171,Hoes,Leith,Leith,Two pronged garden hoe,Garden,,5
ETL0172,Metal Garden Rake,Leith,Leith,Garden rake,"Garden, Miscellaneous",,8
ETL0173,Hand Tillers,Leith,Leith,Hand soil tiller,Garden,,10
ETL0174,Grass Shear,Leith,Leith,Extendable garden shears,Garden,,10
ETL0175,Cordless Trimmers,Leith,Leith,Hedge Trimmer - battery powered,Garden,,
ETL0176,Sledgehammers,Leith,Leith,,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating",,
ETL0177,Socket Sets,Leith,Leith,Socket Set,"Automotive, Bike, Carpentry and Woodworking, Garden, Metalworking, Plumbing",,5
ETL0178,Crescent Wrench,Leith,Leith,Crescent Wrench,"Automotive, Bike, Carpentry and Woodworking, Garden, Metalworking",,5
ETL0179,Jacks,Leith,Leith,,Automotive,,5
ETL0180,Hack saw,Leith,Leith,Hack saw,"Carpentry and Woodworking, Garden, Metalworking, Painting and Decorating, Plumbing",,5
ETL0181,Rubber Mallets,Leith,Leith,Rubber Mallet,"Automotive, Carpentry and Woodworking, Garden, Painting and Decorating",,5
ETL0182,Rubber Mallets,Leith,Leith,Rubber Mallet,"Automotive, Carpentry and Woodworking, Garden, Painting and Decorating",,5
ETL0183,Jig Saws,Leith,Leith,,"Carpentry and Woodworking, Painting and Decorating",,50
ETL0184,Lawn Care (other),Leith,Leith,Roling Lawn aerator,"Garden, Miscellaneous",,5
ETL0185,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0186,Hand Pruner,Leith,Leith,Garden Secateurs,Garden,,
ETL0188,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
ETL0189,Gas Powered String Trimmer,Leith,Leith,Petrol strimmer,Garden,,100
ETL0190,Wallpaper Steamer,Leith,Leith,Wallpaper Stripper,Painting and Decorating,,40
ETL0191,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
ETL0192,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
ETL0193,Claw Hammers,Leith,Leith,Claw Hammer,"Carpentry and Woodworking, General DIY",,5
ETL0194,Crowbar,Leith,Leith,Crowbar,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous",,5
ETL0195,Crowbar,Leith,Leith,Crowbar,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous",,5
ETL0196,Levels,Leith,Leith,1m Spirit Level,"Carpentry and Woodworking, General DIY, Painting and Decorating",,10
ETL0197,Allen Wrench Sets,Leith,Leith,Allen Key Set,"Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",,15
ETL0198,Allen Wrench Sets,Leith,Leith,Allen Key Driver Set,"Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",,50
ETL0199,Tape Measures,Leith,Leith,Tape measure,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",,2
ETL0200,Screwdriver Sets,Leith,Leith,Screwdriver set,"Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",,15
ETL0201,Pipe Wrenches,Leith,Leith,Pipe wrench,"Automotive, General DIY, Metalworking, Plumbing",,8
ETL0202,Crescent Wrench,Leith,Leith,Adjustable spanner,"Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking",,
ETL0203,Needle Nose Pliers,Leith,Leith,Needle nosed pliers,"Automotive, Electrical and Soldering, General DIY, Metalworking, Plumbing",,5
ETL0204,Lineman Plier,Leith,Leith,Pliers,"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking, Plumbing",,4
ETL0205,Lineman Plier,Leith,Leith,Pliers,"Automotive, Bike, Electrical and Soldering, General DIY, Metalworking, Plumbing",,4
ETL0206,Rulers,Leith,Leith,Steel ruler,"Carpentry and Woodworking, General DIY, Metalworking",,
ETL0207,Sanders,Leith,Leith,Sanding block,"Carpentry and Woodworking, General DIY",,
ETL0208,Sanders,Leith,Leith,Sanding block,"Carpentry and Woodworking, General DIY",,
ETL0209,Paint Roller Frame,Leith,Leith,Extension pole for paint roller,Painting and Decorating,,
ETL0210,Paint Roller Frame,Leith,Leith,Extension pole for paint roller,Painting and Decorating,,
ETL0211,Paint Roller Frame,Leith,Leith,paint roller cage on pole,Painting and Decorating,,
ETL0212,Paint Roller Frame,Portobello,Portobello,Paint Roller Cage,"Painting and Decorating, ...",,
ETL0213,Paint Roller Frame,Leith,Leith,paint roller cage,Painting and Decorating,,
ETL0214,Paint Roller Frame,Leith,Leith,paint roller cage,Painting and Decorating,,
ETL0215,Paint Roller Frame,Leith,Leith,paint roller cage,Painting and Decorating,,
ETL0216,Paint Roller Frame,Leith,Leith,paint roller cage,Painting and Decorating,,
ETL0217,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0218,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0219,Brick Trowel,Leith,Leith,Cement trowel,"Garden, General DIY, Painting and Decorating",,5
ETL0220,Float,Leith,Leith,Cement hawk,"Garden, General DIY, Painting and Decorating",,
ETL0221,Float,Leith,Leith,Cement or plaster hawk,"Garden, General DIY, Painting and Decorating",,
ETL0222,Finishing Stone,Leith,Leith,Sharpening stone,"Carpentry and Woodworking, General DIY, Metalworking",,
ETL0223,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0224,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0225,Cement Chisel,Leith,Leith,Stone chisel,"Garden, General DIY",,8
ETL0226,Hack saw,Leith,Leith,Hack saw,"Automotive, Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Plumbing",,7
ETL0227,Finishing Power Sanders,Portobello,Portobello,Detail Sander,"Automotive, Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",,57
ETL0228,Sledgehammers,Leith,Leith,Sledgehammer,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating",,
ETL0229,Tape Measures,Leith,Leith,Tape measure,"Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",,2
ETL0230,Plastic Tip Hammers,Leith,Leith,,"Carpentry and Woodworking, Electrical and Soldering, General DIY",,5
ETL0231,Metal Garden Rake,Leith,Leith,Garden rake,"Garden, Miscellaneous",,8
ETL0232,Metal Garden Rake,Leith,Leith,Garden rake,"Garden, Miscellaneous",,8
ETL0233,Rubber Mallets,Leith,Leith,Rubber Mallet,"Automotive, Carpentry and Woodworking, Garden, Painting and Decorating",,5
ETL0235,Linoleum Knives,Leith,Leith,Stanley knife,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating, Plumbing",,4
ETL0236,Linoleum Knives,Leith,Leith,Stanley knife,"Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating, Plumbing",,4
ETL0237,Squares,Leith,Leith,Tri square,"Carpentry and Woodworking, General DIY",,5
ETL0238,Jig Saws,Portobello,Leith,Jigsaw,"Carpentry and Woodworking, Painting and Decorating",,90
ETL0239,Miscellaneous Furniture,Leith,Leith,Pasting Table,Painting and Decorating,,20
ETL0240,Files,Leith,Leith,Rounded File,"Carpentry and Woodworking, General DIY, Metalworking",,4
ETL0241,Files,Leith,Leith,Rounded File,"Carpentry and Woodworking, General DIY, Metalworking",,4
ETL0243,Planes,Leith,Leith,Hand plane,Carpentry and Woodworking,,5
ETL0244,Planes,Portobello,Portobello,Hand plane,"Carpentry and Woodworking, ...",,5
ETL0245,Files,Leith,Leith,Square Edged File,"Carpentry and Woodworking, General DIY, Metalworking",,4
ETL0246,Bar Clamps,Leith,Leith,G clamp,"Carpentry and Woodworking, General DIY",,10
ETL0247,Bar Clamps,Leith,Leith,G clamp,"Carpentry and Woodworking, General DIY",,10
ETL0248,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
ETL0249,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
ETL0254,Needle Nose Pliers,Leith,Leith,Needle nosed pliers,"Automotive, Electrical and Soldering, General DIY, Metalworking, Plumbing",,5
ETL0255,Drills,Leith,Leith,Hand drill,"Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous",,15
ETL0256,Files,Leith,Leith,Small File Set,"Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous, Plumbing",,10
ETL0258,Drills,Leith,Leith,Hand drill,"Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous",,15
ETL0259,Testers (hand held),Leith,Leith,Plumb bob/line,General DIY,,1.99
ETL0260,Wallpaper Steamer,Leith,Leith,Wallpaper perforator,General DIY,,6
ETL0270,Coping Saw,Leith,Leith,Coping Saw,"Carpentry and Woodworking, General DIY, Miscellaneous",,10
ETL0271,Grass Shear,Leith,Leith,Long handled shears,"Garden, Miscellaneous",,6
ETL0272,Allen Wrench Sets,Leith,Leith,Radiator key,"General DIY, Miscellaneous, Plumbing",,1
ETL0273,Miscellaneous Furniture,Leith,Leith,Portable Work bench,"Carpentry and Woodworking, General DIY, Miscellaneous",,110
ETL0274,Squares,Leith,Leith,Tri square,"Carpentry and Woodworking, General DIY",,5
ETL0275,Hammers & Mallets,Leith,Leith,Wooden mallet,"Carpentry and Woodworking, General DIY",,5
ETL0276,Finishing Stone,Leith,Leith,Sharpening stone,"Carpentry and Woodworking, General DIY, Metalworking",,
ETL0277,Jig Saws,Portobello,Leith,Jigsaw,"Carpentry and Woodworking, General DIY, Metalworking",,70
ETL0280,Heat Gun,Leith,Leith,Black & Decker Heat gun,"General DIY, Painting and Decorating",,45
ETL0281,Squares,Leith,Leith,Tri square,"Carpentry and Woodworking, General DIY",,5
ETL0282,Drills,Leith,Leith,Brace hand drill,"Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",,15
ETL0283,Screwdriver Sets,Leith,Leith,Spiral ratchet screwdriver,"Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, Garden, General DIY, Miscellaneous",,10
ETL0284,Hammers & Mallets,Portobello,Portobello,Wooden mallet,"Carpentry and Woodworking, General DIY, ...",,5
ETL0285,"Bits, Drivers and Accessories",Leith,Leith,Drill Bit set,"Carpentry and Woodworking, General DIY, Metalworking",,10
ETL0286,Files,Leith,Leith,Rasp,"Carpentry and Woodworking, General DIY",,1
ETL0287,Wood Chisel,Portobello,Portobello,Wood chisel 24mm blade,"Carpentry and Woodworking, ...",,2
ETL0288,Wood Chisel,Leith,Leith,Wood chisel 20mm blade,Carpentry and Woodworking,,2
ETL0289,Wood Chisel,Portobello,Portobello,Wood chisel 12mm,Carpentry and Woodworking,,2
ETL0290,Saws,Leith,Leith,Hand saw,"Carpentry and Woodworking, General DIY",,
ETL0291,Yardsticks,Leith,Leith,Yardstick/90cm foldable ruler,"General DIY, Miscellaneous",,2
ETL0293,Lawn Mower,Leith,Leith,Push mower,Garden,,
ETL0295,Hanging Lights,Leith,Leith,Work light,"General DIY, Painting and Decorating",,8
ETL0296,Hanging Lights,Leith,Leith,Work light,"General DIY, Painting and Decorating",,8
ETL0300,Spade Shovel,Leith,Leith,Garden Spade,"Garden, General DIY, Miscellaneous",,5
ETL0301,Digging Fork,Portobello,Portobello,Garden Fork,"Garden, Miscellaneous",,5
ETL0302,Soldering & Heat Guns,Portobello,Portobello,Soldering iron,Electrical and Soldering,,5
ETL0303,Soldering & Heat Guns,Leith,Leith,Soldering iron,Electrical and Soldering,,5
ETL0304,Soldering & Heat Guns,Leith,Leith,Soldering iron,Electrical and Soldering,,5
